=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 21:08:54 =~=~=~=~=~=~=~=~=~=~=~=
I received:  
inpsec      humid
inI received: humid 
soec   pect;
737455;10962234
737480;10962137
737506;10962910
737533;10961923
737559;10962372
737586;10962223
737611;10962696
737637;10962879
737664;10962910
737690;10962717
737717;10962970
737742;10963017
737769;10963462
737795;10963608
737821;10963577
737847;10963968
737873;10963950
737900;10963976
737926;10964201
737952;10964431
737979;10964345
738004;10964240
738031;10964235
738057;10964099
738083;10964203
738110;10963997
738136;10963835
738162;10963684
738188;10963177
738214;10963326
738240;10963438
738267;10962876
738293;10962976
738319;10963402
738346;10963200
738372;10963535
738398;10963723
738425;10962942
738450;10963284
738477;10963840
738503;10963848
738529;10963846
738555;10964190
738582;10963979
738607;10964238
738634;10964426
738660;10964331
738687;10964222
738712;10964062
738739;10963974
738765;10964089
738791;10964052
738817;10964083
738843;10964211
738870;10964068
738896;10964047
738923;10964164
738948;10964399
738974;10964133
739001;10964015
739027;10963908
739053;10963634
739080;10963446
739106;10963621
739132;10963710
739158;10963605
739185;10963720
739210;10963840
739237;10963982
739263;10964008
739289;10964235
739315;10964329
739342;10964326
739368;10964642
739394;10965000
739420;10964932
739446;10965173
739473;10965238
739499;10964969
739526;10964985
739551;10965094
739578;10965032
739603;10965016
739630;10964880
739656;10965118
739682;10965264
739709;10965087
739735;10965157
739761;10964810
739787;10965039
739814;10965050
739839;10965097
739866;10964885
739893;10965295
739918;10964906
739945;10964888
739971;10964768
739997;10964857
740024;10964898
740049;10964875
740076;10964906
740102;10964964
740128;10965019
740155;10964979
740180;10964901
740207;10965204
740233;10965387
740259;10965411
740285;10965737
740312;10965520
740338;10965625
740364;10965674
740390;10965429
740417;10966427
740442;10966223
740469;10966105
740495;10965988
740521;10965883
740548;10966463
740574;10966547
740600;10966406
740626;10965967
740652;10966272
740678;10966233
740705;10966254
740731;10966591
740757;10966084
740783;10966246
740810;10966346
740836;10966453
740862;10966495
740888;10966372
740915;10966484
740941;10966868
740967;10966782
740993;10966602
741019;10966730
741046;10967009
741072;10966787
741098;10967129
741124;10966954
741150;10967001
741177;10966907
741203;10967461
741229;10967101
741256;10967234
741281;10966905
741308;10966980
741334;10966623
741360;10966743
741387;10966858
741412;10967197
741439;10966996
741465;10967072
741491;10967069
741518;10967119
741543;10967208
741570;10967153
741596;10967216
741622;10967550
741649;10967333
741675;10967038
741701;10967255
741727;10967448
741753;10967158
741780;10967103
741806;10967059
741832;10967119
741858;10966811
741884;10966900
741911;10966957
741937;10966662
741963;10966730
741990;10966646
742015;10966623
742042;10966565
742068;10966301
742094;10966528
742120;10966557
742146;10966602
742173;10966581
742199;10966644
742225;10966735
742252;10967061
742277;10967067
742304;10966936
742330;10967344
742356;10967344
742382;10967252
742409;10967613
742435;10967474
742461;10967576
742488;10967563
742514;10967845
742540;10967887
742566;10967913
742593;10968138
742618;10968224
742645;10968271
742671;10968399
742697;10968106
742724;10968106
742750;10968085
742776;10968159
742802;10968106
742828;10968190
742854;10968506
742880;10968245
742907;10967889
742934;10967903
742959;10967968
742986;10967999
743012;10968174
743038;10968506
743064;10968310
743090;10968292
743117;10968341
743142;10968281
743169;10968409
743196;10968686
743221;10968639
743248;10968937
743274;10968861
743300;10968901
743327;10969104
743352;10969081
743379;10969010
743405;10969384
743431;10968987
743458;10969065
743483;10969115
743510;10969366
743536;10969081
743562;10968955
743589;10968916
743615;10969295
743641;10969326
743667;10969214
743693;10969337
743720;10969528
743745;10969836
743772;10969413
743798;10969240
743825;10969277
743850;10969115
743877;10969279
743903;10969183
743929;10968984
743955;10969055
743982;10969183
744008;10969112
744034;10969376
744060;10969162
744087;10969238
744113;10969439
744139;10969130
744165;10968963
744191;10968921
744218;10969000
744244;10968639
744270;10968605
744296;10968587
744323;10968467
744348;10968595
744375;10968634
744401;10968655
744428;10968783
744453;10968603
744480;10969232
744506;10968728
744532;10968540
744558;10968605
744585;10968906
744611;10968846
744637;10969044
744663;10969149
744690;10968921
744716;10968948
744742;10968618
744768;10968574
744794;10968773
744821;10968827
744847;10968720
744873;10968692
744899;10969008
744925;10968783
744952;10968921
744978;10969535
745005;10968882
745030;10968934
745056;10969013
745083;10969235
745109;10969457
745136;10969530
745161;10969460
745188;10969844
745214;10969627
745240;10969674
745266;10969755
745293;10969898
745318;10970131
745345;10970654
745371;10970139
745397;10970026
745424;10970191
745450;10970249
745476;10970392
745502;10970149
745528;10970405
745555;10970330
745581;10970473
745607;10970768
745633;10970505
745659;10970656
745686;10971051
745712;10970805
745738;10971087
745764;10970810
745791;10970975
745816;10971056
745843;10970852
745869;10971024
745895;10970917
745922;10970810
745948;10970714
745974;10970740
746000;10970654
746027;10970640
746053;10970661
746079;10970669
746105;10970803
746131;10970703
746158;10970797
746184;10971443
746210;10971027
746236;10970708
746262;10970983
746289;10970586
746315;10970601
746341;10970518
746368;10970361
746393;10970384
746420;10970985
746446;10970975
746472;10971111
746499;10971247
746524;10971168
746551;10971226
746577;10970933
746603;10970857
746630;10970886
746655;10970761
746682;10971006
746708;10971173
746734;10970894
746761;10971121
746787;10970591
746813;10971280
746839;10971087
746865;10971163
746892;10971043
746918;10971045
746944;10971152
746970;10971061
746996;10971071
747023;10971017
747049;10971137
747075;10971529
747101;10971380
747128;10971615
747153;10971803
747180;10971414
747206;10971205
747232;10971589
747259;10971769
747285;10971824
747311;10971680
747337;10971583
747364;10971573
747389;10971529
747416;10971437
747442;10971641
747469;10971333
747494;10971307
747521;10971369
747547;10971359
747573;10971317
747600;10971296
747625;10971226
747652;10971286
747678;10971419
747704;10971236
747731;10971291
747756;10971583
747783;10971573
747809;10971675
747835;10971955
747861;10971753
747888;10971615
747914;10971860
747940;10971615
747966;10971850
747993;10971824
748018;10972255
748045;10972691
748072;10972260
748097;10972229
748124;10972250
748150;10972022
748176;10971800
748202;10971957
748229;10972362
748254;10972608
748281;10972315
748308;10972203
748333;10972372
748360;10972143
748385;10972346
748412;10972208
748438;10972448
748464;10972234
748491;10972694
748517;10972597
748543;10972432
748570;10972568
748595;10972563
748622;10973242
748648;10972756
748674;10973012
748701;10973041
748726;10973381
748753;10973347
748779;10973177
748805;10973611
748832;10973156
748858;10973248
748884;10973109
748910;10973713
748936;10973519
748962;10973182
748989;10973773
749015;10973741
749041;10973514
749067;10973420
749094;10973551
749119;10973451
749146;10973214
749173;10973456
749198;10973310
749225;10973363
749251;10973519
749277;10973433
749304;10973653
749329;10973702
749356;10973929
749382;10973942
749408;10973679
749435;10973713
749460;10973726
749487;10973801
749513;10973888
749539;10973817
749565;10973744
749592;10973647
749618;10973308
749644;10973428
749670;10973295
749696;10973342
749723;10973483
749749;10973493
749775;10973584
749802;10973423
749828;10973684
749854;10973433
749880;10973467
749906;10973209
749933;10973428
749958;10973969
749985;10973765
750011;10973540
750037;10973462
750064;10973428
750090;10973420
750116;10973381
750142;10973310
750169;10973556
750195;10973741
750221;10973890
750247;10974052
750273;10974149
750300;10973929
750326;10974245
750352;10974016
750378;10974319
750404;10974042
750431;10974350
750457;10973781
750483;10973569
750509;10973590
750535;10973593
750562;10973619
750588;10973363
750614;10973378
750640;10973310
750667;10973078
750692;10973214
750719;10973083
750746;10972971
750771;10973684
750798;10973258
750824;10973480
750850;10973768
750876;10974008
750902;10973966
750929;10974000
750955;10974209
750981;10973869
751008;10973739
751033;10973958
751060;10974057
751086;10973935
751112;10974099
751139;10974475
751165;10974778
751191;10974538
751217;10974517
751243;10974990
751270;10974695
751296;10974954
751322;10974954
751348;10974684
751374;10974645
751401;10974570
751427;10974784
751453;10974737
751479;10974554
751506;10975050
751531;10974885
751558;10975071
751584;10974993
751610;10975296
751636;10974878
751663;10974729
751689;10975071
751715;10974721
751741;10974671
751768;10974713
751794;10974504
751820;10974235
751846;10974389
751872;10974682
751899;10974677
751925;10974410
751951;10974115
751977;10974410
752003;10974454
752030;10974784
752056;10974559
752082;10974773
752109;10974917
752135;10974721
752161;10974755
752187;10974810
752214;10974734
752239;10974906
752266;10974849
752292;10974638
752318;10974520
752345;10974415
752370;10974789
752397;10974507
752423;10974575
752450;10974906
752475;10974564
752502;10974543
752528;10974624
752554;10974805
752580;10974635
752606;10974624
752633;10974640
752659;10974629
752685;10974974
752711;10974778
752738;10975003
752764;10975024
752790;10975118
752816;10975019
752842;10975173
752869;10975147
752894;10975398
752921;10975215
752947;10975466
752973;10975225
752999;10975348
753026;10975395
753052;10975178
753078;10975324
753105;10975204
753130;10975398
753157;10975578
753183;10975599
753209;10975392
753236;10975377
753262;10975471
753288;10975434
753315;10975823
753340;10975484
753367;10975520
753393;10975507
753419;10975520
753446;10975990
753471;10975486
753498;10975648
753524;10975654
753550;10976202
753576;10975701
753603;10975536
753629;10975782
753655;10975808
753681;10975429
753708;10975513
753734;10975769
753760;10975724
753786;10975680
753813;10975518
753838;10975930
753865;10975729
753891;10975743
753917;10975761
753944;10975962
753969;10975978
753996;10975904
754022;10976166
754048;10976132
754075;10976795
754101;10976043
754127;10976176
754153;10975967
754179;10975936
754206;10976166
754232;10976019
754258;10976291
754284;10976550
754311;10976181
754336;10976160
754363;10976181
754389;10976996
754416;10976341
754441;10976406
754468;10976490
754494;10976416
754520;10976388
754546;10976479
754573;10976474
754599;10976544
754625;10976889
754651;10977151
754678;10977088
754704;10976853
754730;10976806
754757;10976725
754782;10976714
754809;10976748
754834;10976618
754861;10976928
754887;10976633
754913;10976586
754940;10976492
754966;10976782
754992;10976252
755018;10976207
755045;10976351
755071;10976006
755097;10976095
755123;10975782
755150;10975904
755175;10975936
755202;10975897
755228;10975643
755254;10975578
755280;10975217
755307;10975348
755333;10975567
755359;10975434
755385;10976074
755411;10976145
755438;10976053
755464;10976043
755490;10976106
755517;10976672
755542;10976539
755569;10975951
755595;10976038
755622;10976228
755648;10975886
755673;10976291
755700;10976218
755726;10976325
755753;10976228
755778;10976479
755805;10976116
755831;10976241
755857;10976571
755883;10976448
755910;10976714
755936;10976659
755962;10976563
755988;10976341
756014;10976633
756040;10976874
756067;10976970
756093;10976630
756119;10976874
756145;10976785
756172;10976772
756197;10976897
756224;10976714
756251;10976767
756276;10976931
756303;10977291
756329;10977461
756355;10977477
756381;10977297
756408;10977561
756434;10977412
756460;10977675
756486;10977592
756513;10977540
756538;10977461
756565;10977563
756592;10978052
756617;10977675
756644;10977892
756670;10977764
756696;10978117
756722;10977884
756748;10977759
756775;10977809
756801;10977934
756827;10977511
756853;10977519
756880;10977375
756906;10977456
756932;10976939
756959;10977211
756984;10977184
757011;10977130
757037;10977205
757063;10977798
757089;10977386
757115;10977286
757141;10977438
757168;10977344
757194;10977542
757220;10977723
757247;10977723
757273;10977673
757299;10978146
757325;10978005
757352;10977568
757377;10977720
757404;10977924
757430;10977487
757456;10977655
757482;10977934
757509;10977731
757535;10977571
757561;10977435
757588;10977451
757613;10977845
757640;10977801
757666;10977500
757692;10977545
757719;10977537
757744;10977503
757771;10977456
757797;10977924
757823;10977921
757850;10978020
757876;10977947
757902;10977785
757928;10977911
757954;10977913
757981;10977984
758007;10978161
758033;10978415
758059;10978214
758085;10978245
758112;10978464
758138;10978809
758164;10978582
758190;10978480
758217;10978645
758242;10978640
758269;10978896
758295;10978172
758321;10978128
758348;10978075
758374;10977887
758400;10978015
758426;10978634
758452;10978049
758479;10977887
758505;10977929
758531;10977754
758557;10977929
758583;10977887
758610;10978324
758636;10978404
758662;10978164
758688;10978229
758715;10978373
758741;10978080
758767;10978452
758793;10978041
758820;10978148
758846;10978263
758872;10978041
758898;10977892
758925;10977553
758950;10977307
758977;10977456
759003;10977417
759029;10977647
759055;10977438
759082;10977900
759108;10977717
759134;10977720
759160;10977903
759187;10978062
759213;10978196
759239;10978331
759265;10978159
759292;10978473
759317;10978613
759344;10978731
759370;10978789
759396;10978694
759423;10978590
759448;10978948
759475;10978976
759501;10978736
759527;10978958
759554;10978833
759579;10979018
759606;10978705
759632;10978629
759658;10978692
759685;10978577
759710;10978475
759737;10978564
759764;10978929
759789;10979120
759816;10979408
759842;10979711
759868;10979502
759895;10979473
759920;10979658
759947;10979637
759973;10979483
759999;10979363
760025;10979358
760052;10979104
760078;10979846
760104;10980244
760130;10979857
760156;10980016
760183;10980351
760209;10979935
760235;10980168
760261;10979551
760287;10980463
760314;10980021
760339;10979893
760366;10980186
760392;10980265
760419;10979873
760445;10979854
760471;10979875
760497;10979893
760524;10979953
760549;10979653
760576;10979854
760602;10979585
760628;10979721
760655;10979914
760681;10979865
760707;10979909
760733;10979755
760759;10979632
760786;10979371
760812;10979695
760838;10979697
760864;10979881
760891;10979917
760916;10980116
760943;10980058
760969;10980259
760995;10980405
761022;10980641
761047;10980502
761074;10980714
761100;10980544
761126;10980486
761153;10980899
761179;10980398
761205;10980481
761231;10980074
761257;10980304
761284;10980246
761310;10980095
761336;10980246
761363;10980257
761388;10980191
761415;10980176
761441;10980050
761467;10980228
761493;10980304
761520;10980400
761546;10980298
761572;10980283
761598;10980304
761624;10980421
761651;10980481
761677;10980682
761703;10980463
761730;10980865
761756;10980740
761782;10980714
761808;10980716
761834;10980638
761860;10980926
761887;10980700
761913;10980622
761939;10980604
761966;10980633
761991;10981056
762018;10980667
762044;10980575
762070;10980288
762096;10980405
762123;10980528
762149;10980635
762175;10980405
762201;10980411
762227;10980771
762254;10980923
762280;10981004
762306;10980724
762333;10980907
762358;10980844
762385;10981194
762411;10981001
762437;10980993
762464;10981221
762489;10981056
762516;10981322
762542;10981759
762568;10981751
762595;10981785
762620;10981680
762647;10981910
762673;10981882
762700;10981834
762725;10981863
762752;10981936
762778;10981769
762804;10981840
762830;10981889
762857;10981727
762882;10981617
762909;10981743
762936;10981424
762962;10981696
762987;10981903
763014;10981910
763040;10981947
763066;10981814
763092;10981824
763119;10981889
763145;10981696
763171;10981759
763198;10981884
763224;10981422
763249;10981471
763276;10981487
763303;10981680
763328;10981242
763355;10981194
763381;10981001
763407;10981179
763433;10981233
763460;10981312
763486;10981503
763512;10981450
763538;10981505
763565;10981461
763590;10981388
763617;10981435
763643;10981242
763669;10981382
763696;10981529
763721;10981550
763748;10981505
763774;10981194
763800;10981247
763826;10981607
763853;10981445
763879;10981456
763905;10981519
763932;10981487
763957;10981466
763984;10981558
764010;10981461
764036;10981900
764063;10981605
764088;10981249
764115;10981398
764141;10981077
764167;10980928
764194;10981030
764220;10980970
764246;10981093
764272;10981142
764299;10981270
764324;10981281
764351;10981328
764377;10981508
764403;10981516
764429;10981424
764456;10981498
764482;10981302
764508;10981370
764534;10981417
764560;10981450
764587;10981417
764613;10981417
764639;10981351
764665;10981477
764692;10981887
764718;10981647
764744;10981691
764771;10981644
764796;10981882
764823;10982054
764849;10982284
764875;10982153
764902;10981921
764927;10982289
764954;10982287
764980;10982299
765006;10982310
765032;10982522
765058;10982550
765085;10982678
765111;10982948
765137;10982642
765164;10982725
765190;10982793
765216;10982927
765242;10982642
765268;10983039
765295;10982853
765321;10982529
765347;10982608
765373;10982454
765399;10982373
765426;10982341
765451;10982252
765478;10982271
765505;10982187
765531;10982485
765557;10982198
765583;10982229
765609;10982200
765636;10982190
765661;10982038
765688;10982182
765714;10982725
765740;10982545
765767;10982430
765792;10982454
765819;10982929
765845;10982966
765871;10983109
765898;10982806
765924;10982281
765950;10982443
765976;10982501
766002;10982859
766029;10982436
766055;10982582
766081;10982326
766107;10982438
766133;10982245
766160;10982576
766186;10982448
766212;10982459
766239;10982417
766264;10982571
766291;10982485
766317;10982438
766343;10982532
766369;10982294
766395;10982443
766422;10982464
766448;10982671
766475;10982514
766500;10982564
766527;10982203
766553;10982219
766579;10982062
766605;10982080
766632;10982252
766658;10982020
766684;10982033
766710;10982010
766737;10982036
766763;10982111
766789;10982255
766815;10982341
766841;10982192
766868;10982331
766894;10982425
766920;10982564
766946;10982150
766973;10982357
766999;10982741
767025;10982331
767051;10982336
767077;10982367
767104;10982396
767130;10982553
767156;10981939
767182;10982226
767208;10982185
767234;10982180
767261;10982111
767287;10982211
767313;10982180
767339;10982064
767365;10982119
767392;10982106
767418;10982054
767445;10982070
767471;10981989
767496;10982224
767523;10982054
767549;10982138
767575;10982132
767602;10982106
767628;10982122
767654;10982171
767680;10982571
767707;10982367
767732;10982503
767759;10982516
767785;10982644
767811;10982741
767838;10982639
767863;10982613
767890;10982678
767916;10982869
767942;10982898
767968;10982799
767995;10982877
768021;10982841
768047;10982804
768073;10983018
768099;10983120
768126;10983567
768152;10983820
768178;10983558
768205;10983530
768230;10983488
768257;10983504
768283;10983540
768309;10983595
768335;10983564
768362;10983551
768388;10983627
768414;10983893
768441;10983674
768466;10984016
768493;10983770
768519;10983927
768545;10983919
768571;10983883
768598;10983595
768624;10983739
768650;10983663
768677;10983478
768702;10983707
768729;10983770
768755;10983744
768781;10983765
768807;10983804
768834;10983535
768860;10983707
768886;10983611
768913;10983600
768938;10983621
768965;10983472
768990;10983841
769017;10983535
769044;10983472
769069;10983561
769096;10983418
769122;10983728
769148;10983360
769175;10983514
769200;10984112
769227;10983653
769253;10983569
769280;10983932
769305;10983919
769332;10983809
769358;10983791
769384;10983744
769410;10983616
769437;10983707
769462;10983663
769489;10983671
769516;10983621
769541;10983493
769568;10983621
769594;10983632
769620;10984011
769646;10983520
769673;10983794
769699;10983776
769725;10983809
769751;10983817
769777;10983702
769804;10983627
769829;10983663
769856;10983676
769882;10983700
769908;10983567
769934;10983504
769961;10983846
769987;10983872
770013;10983551
770040;10983522
770066;10983716
770092;10983227
770118;10983527
770145;10983407
770170;10983478
770197;10983579
770223;10983433
770249;10983355
770275;10983702
770302;10983637
770328;10983151
770354;10983614
770380;10983316
770406;10983509
770433;10983687
770459;10983707
770485;10983982
770511;10984666
770538;10984309
770564;10984593
770590;10984591
770616;10984188
770642;10984661
770669;10984572
770695;10984303
770721;10984442
770748;10984802
770773;10984233
770800;10984633
770826;10984295
770852;10984496
770878;10984601
770905;10984324
770930;10984742
770957;10984261
770983;10984481
771010;10984118
771035;10984585
771062;10984546
771088;10984502
771114;10984478
771141;10984345
771166;10984434
771193;10984201
771219;10984154
771246;10984431
771272;10983739
771298;10983862
771324;10983877
771350;10984016
771377;10983856
771402;10983862
771429;10984016
771455;10984081
771481;10984212
771508;10984444
771534;10984784
771560;10984593
771586;10984580
771613;10984640
771638;10984773
771665;10985029
771691;10985103
771717;10985116
771744;10985163
771769;10984891
771796;10985280
771822;10985275
771848;10984896
771875;10985087
771900;10984752
771927;10984828
771953;10984442
771980;10984705
772005;10984933
772032;10984826
772058;10984755
772084;10985301
772111;10985252
772136;10984807
772163;10985103
772190;10985366
772215;10984821
772242;10984875
772268;10984901
772294;10984886
772320;10985184
772347;10985136
772373;10985223
772399;10985142
772425;10985071
772451;10985280
772477;10985014
772503;10984972
772530;10984949
772557;10984956
772582;10984985
772609;10984596
772634;10984737
772661;10984980
772687;10985087
772713;10984993
772739;10985312
772766;10985238
772792;10985215
772818;10985301
772844;10985244
772871;10985382
772897;10985482
772923;10985651
772950;10985594
772975;10985594
773002;10985722
773028;10985936
773054;10985445
773081;10985434
773106;10985440
773133;10985617
773159;10985813
773186;10985834
773212;10985740
773238;10985727
773264;10986134
773290;10985884
773317;10986357
773342;10986006
773369;10986122
773395;10985975
773421;10985910
773447;10985978
773474;10985889
773500;10986012
773526;10985808
773553;10985808
773579;10985607
773605;10985275
773631;10985226
773658;10984862
773683;10985008
773710;10984977
773736;10985189
773762;10985343
773788;10985014
773815;10985063
773841;10985210
773867;10985238
773893;10984857
773919;10984959
773946;10984821
773971;10984922
773998;10984943
774025;10985019
774050;10984763
774077;10985233
774102;10985142
774129;10985466
774155;10985351
774182;10985322
774208;10985403
774234;10985147
774260;10985089
774287;10985024
774312;10985152
774339;10985121
774365;10984970
774391;10984988
774417;10985100
774444;10985124
774470;10985084
774496;10985131
774523;10985136
774548;10985168
774575;10985178
774601;10984988
774627;10985333
774653;10984977
774680;10985035
774706;10985092
774732;10985035
774759;10985155
774784;10985220
774810;10985223
774837;10985275
774863;10985291
774890;10985578
774915;10985643
774942;10985617
774968;10985518
774994;10985301
775020;10985364
775047;10985178
775073;10984961
775099;10985205
775125;10985330
775152;10985275
775178;10985526
775204;10985129
775230;10984922
775256;10985061
775283;10984826
775308;10984528
775335;10984505
775361;10985103
775387;10985008
775414;10984656
775440;10984922
775466;10985233
775492;10985275
775518;10985024
775545;10985157
775571;10984559
775597;10984439
775623;10984463
775650;10984395
775676;10984191
775702;10984591
775729;10984249
775754;10984609
775781;10984677
775807;10984836
775833;10985095
775859;10984565
775886;10984742
775912;10985066
775938;10985223
775964;10985301
775991;10985296
776016;10985142
776043;10985157
776069;10985131
776095;10985116
776121;10985142
776148;10985231
776174;10985163
776200;10985212
776226;10985264
776252;10985390
776279;10985508
776305;10985724
776331;10986176
776357;10985743
776384;10985790
776410;10985818
776436;10985839
776462;10985889
776489;10985839
776514;10985931
776541;10985918
776567;10985706
776593;10985866
776619;10985920
776646;10985931
776671;10986357
776698;10986618
776724;10986500
776751;10986513
776777;10986357
776803;10986289
776830;10986315
776855;10986592
776882;10986545
776908;10986464
776934;10986508
776960;10986539
776986;10986986
777013;10986485
777039;10986694
777065;10986670
777091;10986968
777118;10986955
777144;10986921
777170;10986853
777197;10986560
777222;10986709
777249;10986351
777274;10986153
777301;10986534
777328;10986278
777354;10986262
777380;10985803
777406;10986009
777432;10986048
777458;10986602
777485;10986485
777511;10986947
777537;10986521
777563;10986988
777589;10986827
777616;10986997
777642;10986994
777668;10986521
777694;10986655
777721;10986983
777747;10986746
777773;10986848
777799;10986866
777825;10986581
777852;10986571
777878;10986539
777904;10986704
777930;10986417
777957;10986401
777982;10986372
778009;10986471
778035;10986469
778061;10986795
778088;10986725
778114;10986309
778140;10986458
778166;10986566
778193;10986518
778218;10986735
778245;10986706
778271;10986720
778297;10986913
778324;10986783
778350;10987104
778376;10987135
778402;10987190
778428;10986759
778455;10986853
778481;10987067
778507;10986902
778533;10987146
778559;10987292
778586;10987098
778612;10987185
778638;10987190
778664;10987425
778691;10987391
778717;10987595
778743;10987407
778769;10987271
778795;10987519
778822;10987393
778847;10987334
778874;10987370
778901;10987527
778927;10987676
778952;10987796
778979;10987383
779005;10987232
779031;10987313
779058;10987467
779083;10987386
779110;10987078
779136;10987060
779162;10987242
779189;10987057
779214;10986704
779241;10986884
779268;10986756
779293;10986667
779320;10986874
779346;10986699
779372;10986809
779399;10986618
779425;10986986
779451;10986748
779477;10987060
779503;10986858
779529;10986623
779555;10987169
779582;10986955
779608;10987137
779635;10987039
779660;10987370
779687;10987221
779713;10987420
779739;10987313
779766;10987545
779792;10987968
779818;10988033
779844;10989808
779870;10987974
779896;10987879
779923;10987786
779949;10987979
779975;10987900
780001;10988010
780028;10987798
780053;10987979
780080;10987788
780106;10987961
780132;10987877
780159;10987835
780184;10987963
780211;10987830
780238;10987754
780263;10987788
780290;10987754
780316;10987759
780342;10987676
780369;10987825
780394;10987995
780421;10988305
780447;10988331
780473;10987979
780500;10987968
780525;10987974
780552;10987783
780578;10988128
780604;10987819
780631;10987968
780656;10987937
780683;10987744
780709;10988021
780735;10988015
780762;10988217
780787;10988028
780814;10988373
780841;10987707
780866;10987702
780893;10987621
780919;10987600
780945;10987658
780971;10987616
780997;10987660
781023;10987707
781050;10987323
781076;10987271
781102;10987423
781128;10987430
781155;10987728
781181;10987265
781207;10987540
781234;10987574
781259;10987608
781286;10987705
781312;10987867
781338;10988287
781365;10988033
781390;10988214
781417;10987924
781443;10988423
781469;10987846
781496;10988405
781521;10988391
781548;10988316
781574;10988575
781600;10988289
781626;10988266
781653;10988428
781679;10988347
781705;10988394
781731;10988577
781758;10988164
781784;10988177
781810;10988757
781836;10988123
781863;10988196
781889;10987830
781915;10987856
781941;10987958
781967;10987942
781994;10987995
782020;10987830
782046;10987937
782072;10988177
782098;10987940
782124;10987935
782151;10988368
782177;10988201
782204;10987995
782229;10988005
782256;10988102
782282;10987788
782308;10987838
782334;10987843
782360;10987843
782387;10987893
782413;10987882
782439;10987819
782466;10987542
782492;10987642
782518;10987835
782544;10988096
782570;10987777
782597;10987733
782623;10987921
782649;10987828
782675;10987759
782701;10987937
782728;10987919
782754;10988070
782780;10987947
782806;10988005
782833;10987961
782859;10988405
782885;10988319
782911;10988123
782938;10988358
782963;10988188
782990;10988224
783016;10988219
783042;10988138
783069;10988133
783094;10988023
783121;10988047
783147;10988052
783173;10987877
783200;10988230
783226;10988810
783252;10987895
783278;10988096
783304;10988144
783331;10988284
783357;10988329
783383;10987812
783409;10987942
783435;10988023
783462;10988324
783488;10988196
783514;10988209
783541;10988556
783566;10988405
783593;10988582
783619;10988454
783645;10988379
783672;10988784
783697;10988509
783724;10988415
783750;10988240
783776;10988410
783803;10988300
783829;10988138
783855;10988593
783881;10988820
783907;10988715
783934;10988358
783959;10988739
783986;10988666
784013;10988812
784038;10988277
784065;10988230
784090;10988102
784117;10988326
784143;10988656
784169;10988391
784196;10988608
784222;10988454
784248;10988640
784274;10988854
784301;10988982
784327;10989084
784353;10988885
784379;10988833
784406;10988836
784432;10988924
784458;10989120
784484;10988682
784510;10988496
784537;10988713
784562;10989058
784589;10988859
784615;10988927
784641;10988982
784668;10988658
784694;10988794
784720;10988653
784746;10988846
784773;10988635
784798;10989045
784825;10989073
784851;10988971
784878;10989092
784903;10988885
784930;10989016
784956;10988836
784982;10988882
785008;10988836
785035;10988400
785060;10988773
785087;10988784
785113;10988394
785140;10988449
785165;10988608
785192;10988454
785218;10988405
785244;10988352
785271;10988400
785297;10988303
785323;10988054
785349;10988454
785375;10988454
785402;10988486
785428;10988501
785454;10988731
785480;10988705
785507;10988480
785532;10988480
785559;10988608
785585;10988977
785611;10988666
785637;10988694
785664;10988619
785690;10988684
785716;10988501
785742;10988454
785768;10988373
785795;10988389
785821;10988470
785847;10988310
785874;10988838
785899;10988512
785926;10988528
785952;10988773
785978;10988961
786005;10989071
786031;10989073
786057;10989168
786083;10989376
786109;10989120
786136;10989243
786161;10989403
786188;10989674
786214;10989638
786241;10989648
786266;10989708
786293;10989387
786319;10989460
786345;10989445
786372;10989382
786398;10989617
786424;10989345
786450;10989638
786477;10989392
786502;10989269
786529;10989431
786555;10989802
786581;10989554
786608;10989611
786634;10989541
786660;10989695
786686;10989552
786712;10989724
786738;10989471
786765;10989599
786791;10989570
786817;10989471
786843;10989439
786869;10989873
786896;10989674
786922;10989794
786948;10990249
786975;10989831
787001;10989562
787027;10989799
787053;10990181
787080;10989787
787105;10989810
787132;10989674
787158;10989722
787184;10989546
787210;10989664
787237;10989575
787263;10989894
787289;10989876
787315;10989988
787342;10989815
787367;10989776
787394;10990069
787420;10990374
787446;10990134
787473;10990123
787499;10990106
787525;10990306
787551;10989844
787577;10989894
787604;10989734
787630;10989664
787656;10989993
787683;10989580
787708;10989967
787735;10989671
787761;10989541
787787;10989494
787814;10989674
787839;10989915
787866;10989818
787892;10989802
787918;10989841
787945;10990037
787971;10990087
787997;10989985
788023;10989755
788050;10990011
788075;10989941
788102;10989943
788128;10989978
788154;10989609
788181;10989543
788206;10989439
788233;10989196
788259;10989285
788285;10989382
788312;10989329
788338;10989562
788364;10989280
788390;10989353
788416;10989340
788442;10988919
788469;10989311
788495;10989168
788521;10989058
788547;10989254
788574;10989632
788600;10989813
788626;10989317
788652;10989350
788679;10989478
788704;10989525
788731;10989531
788757;10989408
788783;10989732
788810;10989938
788836;10989951
788862;10990160
788888;10989826
788914;10989737
788941;10989692
788966;10989750
788993;10989716
789019;10989769
789046;10989808
789072;10989739
789098;10989659
789124;10990150
789151;10990144
789176;10990134
789203;10990502
789229;10990092
789255;10990239
789282;10990183
789307;10990239
789334;10990244
789360;10990246
789386;10990139
789413;10989990
789438;10990304
789465;10990176
789491;10990127
